id;criterio;tipo;nota;justificativa;data_avaliacao
3934;fazer mais com menos;execução;9.4;aprende rápido, mas esquece feedbacks;2023-04-09
3935;pensar fora da caixa;execução;9.8;boa execução com erros pontuais;2023-05-06
3938;"ser ""team player""";execução;9.0;entrega consistente, mas falta comunicação;2023-03-12
3939;resiliencia nas adversidades;comportamental;6.5;trabalho em equipe precisa melhorar;2023-04-01
3940;sentimento de dono;execução;7.0;entrega consistente, mas falta comunicação;2023-04-28
3941;entregar com qualidade;comportamental;7.0;responsável, porém inseguro;2023-04-18
3943;fazer mais com menos;comportamental;9.5;aprende rápido, mas esquece feedbacks;2023-03-14
3944;"ser ""team player""";comportamental;8.3;reativo, falta proatividade;2023-03-19
3945;resiliencia nas adversidades;execução;6.9;cumpre prazos, mas sem iniciativa;2023-03-27
3946;capacidade de aprender;execução;7.8;reativo, falta proatividade;2023-04-13
3947;"ser ""team player""";comportamental;8.4;criativo, porém pouco claro;2023-03-27
3948;atender aos prazos;execução;8.6;responsável, porém inseguro;2023-04-05
3949;"ser ""team player""";comportamental;9.5;entrega consistente, mas falta comunicação;2023-04-15
3950;capacidade de aprender;execução;7.0;entrega consistente, mas falta comunicação;2023-03-16
3952;sentimento de dono;comportamental;7.9;responsável, porém inseguro;2023-04-17
3953;capacidade de aprender;comportamental;8.1;trabalho em equipe precisa melhorar;2023-03-12
3956;fazer mais com menos;execução;9.5;aprende rápido, mas esquece feedbacks;2023-03-30
3957;pensar fora da caixa;execução;9.0;aprende rápido, mas esquece feedbacks;2023-03-16
3959;organização no trabalho;execução;7.5;criativo, porém pouco claro;2023-03-20
3961;fazer mais com menos;execução;8.5;inovador, mas confuso;2023-03-29
3963;entregar com qualidade;execução;8.0;boa execução com erros pontuais;2023-03-26
3964;entregar com qualidade;comportamental;9.3;boa execução com erros pontuais;2023-05-04
3965;capacidade de aprender;comportamental;9.0;entrega consistente, mas falta comunicação;2023-03-22
3966;resiliencia nas adversidades;comportamental;8.0;entrega consistente, mas falta comunicação;2023-04-24
3967;sentimento de dono;comportamental;6.6;responsável, porém inseguro;2023-04-10
3968;"ser ""team player""";execução;7.0;reativo, falta proatividade;2023-04-04
3969;sentimento de dono;comportamental;6.3;organizado, mas às vezes desatento;2023-04-23
3970;fazer mais com menos;execução;10.0;criativo, porém pouco claro;2023-04-23
3971;"ser ""team player""";comportamental;10.0;criativo, porém pouco claro;2023-03-12
3972;organização no trabalho;comportamental;6.0;inovador, mas confuso;2023-05-05
3973;capacidade de aprender;comportamental;8.2;aprende rápido, mas esquece feedbacks;2023-05-09
3974;atender aos prazos;comportamental;6.3;reativo, falta proatividade;2023-03-23
3976;entregar com qualidade;comportamental;7.0;responsável, porém inseguro;2023-04-06
3977;capacidade de aprender;execução;9.0;cumpre prazos, mas sem iniciativa;2023-05-03
3978;organização no trabalho;comportamental;9.7;criativo, porém pouco claro;2023-04-23
3979;pensar fora da caixa;comportamental;9.2;responsável, porém inseguro;2023-03-22
3980;"ser ""team player""";comportamental;8.3;entrega consistente, mas falta comunicação;2023-04-14
3981;capacidade de aprender;comportamental;8.0;aprende rápido, mas esquece feedbacks;2023-04-27
3982;resiliencia nas adversidades;execução;8.6;criativo, porém pouco claro;2023-05-02
3983;pensar fora da caixa;execução;8.9;organizado, mas às vezes desatento;2023-05-06
3984;organização no trabalho;comportamental;9.3;trabalho em equipe precisa melhorar;2023-03-16
3985;atender aos prazos;comportamental;6.1;inovador, mas confuso;2023-05-06
3986;"ser ""team player""";comportamental;8.1;aprende rápido, mas esquece feedbacks;2023-05-03
3987;pensar fora da caixa;execução;8.0;cumpre prazos, mas sem iniciativa;2023-05-05
3988;capacidade de aprender;execução;8.3;inovador, mas confuso;2023-05-08
3989;sentimento de dono;comportamental;8.7;entrega consistente, mas falta comunicação;2023-04-25
3990;entregar com qualidade;execução;7.6;entrega consistente, mas falta comunicação;2023-04-23
3993;capacidade de aprender;execução;10.0;responsável, porém inseguro;2023-04-16
3994;resiliencia nas adversidades;comportamental;6.6;organizado, mas às vezes desatento;2023-03-31
